,userID,userName,password,gender,age,department,address,healthState
372,372,ilcmtnye,pcfhcf263,Female,27,STAT,61821,Suspicious
373,373,cxmwaxcv,ddrhag8602,Female,24,Bioengineering,61824,Confirmed
374,374,alkdkzwp,zehqme8796,Male,25,Literature,61822,Confirmed
375,375,fdmigdzv,rzehcv236,Female,24,Algricuture,61824,Suspicious
376,376,lonvnzsi,puhevm543,Female,25,Chemical,61820,Suspicious
377,377,liilngwj,ppctiw2564,Male,29,ECE,61825,Confirmed
378,378,ehyekmzh,iybvyq1484,Female,24,Literature,61820,Confirmed
379,379,xejnqqnw,bvldcy8902,Male,25,Algricuture,61825,Confirmed
380,380,yueuwwpg,kotork935,Female,23,ME,61825,Healthy
381,381,ztipjatd,tkzlci1116,Male,26,Accounting,61824,Confirmed
382,382,lnxkzfes,ulrhmy5268,Female,26,ECE,61802,Healthy
383,383,nwhplwzl,ttmigb7191,Female,19,CS,61825,Healthy
384,384,dkecdnsy,qfjklv8270,Female,28,STAT,61802,Healthy
385,385,oqlwuhed,gnvezf6367,Female,22,Accounting,61803,Healthy
386,386,vqcmimal,eyoeam6004,Female,24,Accounting,61803,Suspicious
387,387,yynmfdpv,qvfucm6118,Male,25,ECE,61825,Suspicious
388,388,pslggsok,dxpcjw5306,Male,24,CS,61825,Healthy
389,389,xwxoyxfo,qrrqzt1368,Male,21,CS,61824,Suspicious
390,390,tsxpgvzu,pfqexo7055,Male,27,Chemical,61821,Suspicious
391,391,kriwhufb,zvjqug2246,Female,19,CS,61822,Confirmed
392,392,hubbbmmi,bifekf6782,Female,23,STAT,61822,Healthy
393,393,yuxwculy,auseqo5529,Male,23,Accounting,61803,Confirmed
394,394,qdbxrdli,pnlloj5513,Male,18,Chemical,61825,Suspicious
395,395,zqifkztg,mmphqx1842,Female,25,Chemical,61803,Confirmed
396,396,xmpxysrq,nnvxlq6279,Male,24,CS,61802,Suspicious
397,397,ykmrgxhi,xvegew7675,Male,20,Literature,61801,Suspicious
398,398,lrubmqws,onhvpt3465,Female,29,ME,61821,Healthy
399,399,fpizussm,byeowl7291,Female,21,ME,61825,Healthy
400,400,vsrvyvto,ohabvd2937,Male,21,ECE,61821,Healthy
401,401,ecvpkbsn,npeufg1592,Male,24,Literature,61821,Healthy
402,402,ctxgbxse,ogmyco6256,Male,27,ECE,61801,Healthy
403,403,umayuhho,gbntfi5217,Male,28,Accounting,61825,Suspicious
404,404,sbxnwdpv,baiqeq7349,Male,28,Algricuture,61825,Healthy
405,405,kpvauiyl,fjwaqt1756,Female,26,Chemical,61825,Healthy
406,406,dkgkddtw,byryio3007,Female,18,ME,61822,Healthy
407,407,qfxhluna,nxbcnc1075,Male,18,Accounting,61803,Healthy
408,408,qqtbbsgy,gybptw141,Female,29,Accounting,61801,Confirmed
409,409,obvyoojb,xzkrfc9697,Male,21,Bioengineering,61822,Confirmed
410,410,vwkhrvwo,xeubra5154,Female,27,Chemical,61822,Confirmed
411,411,zglunhyf,lyvsmz2207,Male,26,Literature,61825,Confirmed
412,412,pluotocl,jfpual9054,Male,25,Accounting,61820,Suspicious
413,413,tfnbxfyc,jvwyxe7474,Female,25,CS,61802,Suspicious
414,414,molkwocq,tacwsh3124,Male,22,Literature,61824,Confirmed
415,415,kbrnkmle,vodxaa9014,Female,21,Chemical,61801,Healthy
416,416,svoiexwo,hqyqqe3167,Female,21,CS,61802,Suspicious
417,417,mpdslwsj,vazufc6263,Male,27,Literature,61801,Suspicious
418,418,fwdbobcx,hrbupy2750,Female,23,ECE,61802,Suspicious
419,419,lzelzzbp,btvjnr8057,Male,21,ECE,61825,Suspicious
420,420,ehvxxsdb,gpagxs4617,Female,28,Accounting,61821,Healthy
421,421,cgsdicro,nczxhi2001,Male,19,CS,61821,Healthy
422,422,resvnmpx,qddgai8416,Female,24,ME,61820,Suspicious
423,423,xiofgbjs,mmenll6991,Male,25,Literature,61820,Confirmed
424,424,exqbxwnm,vflmrc8725,Female,24,Bioengineering,61802,Confirmed
425,425,jyginecz,olzuhe5045,Female,27,Literature,61802,Confirmed
426,426,ddkbhvid,nmjnme2115,Female,26,Accounting,61824,Healthy
427,427,ygsqmklf,erabic7493,Female,21,Chemical,61821,Confirmed
428,428,ckbxscvf,pervka3724,Female,18,Literature,61801,Healthy
429,429,nzlhrxxb,npfvmo9681,Male,27,ECE,61803,Suspicious
430,430,dicpvkhe,gukojx3177,Female,21,STAT,61801,Healthy
431,431,fxyvgmhr,yaseto3115,Male,22,Accounting,61822,Healthy
432,432,ezpkembs,mpmbra6000,Male,26,ECE,61825,Healthy
433,433,njfoypmw,pnvpwz9177,Female,28,STAT,61824,Suspicious
434,434,vyxdscie,sxsslb9575,Male,25,Accounting,61801,Confirmed
435,435,owlmrphh,xghqxb5267,Female,27,Accounting,61822,Healthy
436,436,itshgfhi,zhqlay7803,Female,23,STAT,61801,Suspicious
437,437,ujnmicxh,usnlab9121,Male,27,Chemical,61824,Confirmed
438,438,uokctepf,ibzggr5612,Male,28,ME,61801,Suspicious
439,439,rtpazaib,fhdazu1189,Male,25,Chemical,61822,Healthy
440,440,ahohwwgp,gjbhuf4252,Female,18,Algricuture,61825,Suspicious
441,441,wjhzkmhg,boprut5766,Female,27,Literature,61821,Healthy
442,442,ntxtcxaf,pcrpfa7013,Male,21,ECE,61801,Healthy
443,443,czfnaawl,wyfkss1150,Male,25,CS,61820,Confirmed
444,444,pldpyfdd,wfibih788,Male,29,Chemical,61802,Confirmed
445,445,aizkjkyg,bjygjk6900,Female,29,Bioengineering,61821,Healthy
446,446,lsmcrbla,jsrdyr796,Male,23,Literature,61801,Healthy
447,447,nskcjbsk,emkzcp514,Male,20,CS,61801,Confirmed
448,448,vurwnkmg,pyigeg7851,Male,19,Algricuture,61802,Confirmed
449,449,gztgxjxd,tacrac2137,Male,27,ME,61821,Confirmed
450,450,cfdfuqam,vmdfaj4910,Female,29,Chemical,61820,Confirmed
451,451,stmzuujk,rxgtdw5991,Female,23,Literature,61801,Healthy
452,452,vzhizbln,jjsqwd454,Female,22,ME,61824,Suspicious
453,453,bfqirklm,qpnspe9075,Male,21,Accounting,61821,Confirmed
454,454,aiwrigxw,ukacyg7508,Female,23,Algricuture,61802,Confirmed
455,455,wnlaiqqi,muygqi2003,Female,22,Chemical,61822,Confirmed
456,456,tukzwtyw,edvhft4092,Female,26,ECE,61801,Healthy
457,457,qymrnqxr,mqihji2662,Female,28,Chemical,61803,Healthy
458,458,amtcbnba,lahylk9040,Female,25,ME,61825,Confirmed
459,459,lhavlslr,pgsxyq9269,Female,19,Algricuture,61822,Healthy
460,460,ablbovvw,oawqyh5412,Female,27,Literature,61802,Confirmed
461,461,laheqkia,hmjpwo3830,Male,28,Literature,61821,Confirmed
462,462,czkhwvwv,kzsrsa2335,Male,18,STAT,61824,Suspicious
463,463,hujonztp,xrpned7428,Female,19,STAT,61802,Healthy
464,464,wfjsmdgi,vgajra2153,Female,19,STAT,61820,Suspicious
465,465,nnxsdzpk,xybbey924,Female,29,Algricuture,61801,Confirmed
466,466,oilzndia,gkolms9033,Female,28,ME,61803,Healthy
467,467,gfyijejd,fnbpdw5214,Male,22,STAT,61801,Confirmed
468,468,lzfgrgtd,rtjipo1797,Female,19,Algricuture,61821,Confirmed
469,469,hegwtkri,bfaihm6388,Male,18,ME,61820,Healthy
470,470,frtfwexo,mhduhf6165,Female,20,ME,61824,Suspicious
471,471,xlojomzv,mwplbi2200,Female,23,Chemical,61820,Healthy
472,472,evzqnvtp,ktmlwz2781,Male,21,Chemical,61803,Confirmed
473,473,vfmqbifm,wisorg8410,Female,20,ECE,61801,Suspicious
474,474,fornyplq,ujvoku9011,Male,20,Chemical,61824,Healthy
475,475,ffnwhgmx,sgmjbj5379,Male,19,Bioengineering,61824,Healthy
476,476,lavrsnhc,dfknqf2252,Male,20,ECE,61803,Healthy
477,477,vwlcbrwz,ucyvrt7234,Female,29,ECE,61802,Suspicious
478,478,xkaclrcc,aydmqy6977,Male,18,Bioengineering,61803,Confirmed
479,479,osjpkwwo,rnpwoz6353,Female,26,CS,61801,Healthy
480,480,rwgtbcwy,ccvcwg6002,Male,29,STAT,61825,Suspicious
481,481,dfezzkqj,jogzeq231,Female,21,Algricuture,61824,Confirmed
482,482,vedstclz,kpsmfr3020,Male,25,Bioengineering,61825,Suspicious
483,483,tjzjuofa,cjjzja7456,Female,29,STAT,61820,Healthy
484,484,idyegjub,famxhd8586,Male,24,Chemical,61820,Suspicious
485,485,kpvtecvc,pdobpr6583,Male,27,Bioengineering,61822,Suspicious
486,486,bscpoijx,ysoxwj8542,Female,27,Literature,61801,Healthy
487,487,awxchpqf,yvpisu3780,Female,20,ME,61822,Confirmed
488,488,rzugvczz,jbmpyj4807,Male,22,Algricuture,61820,Confirmed
489,489,pixdtinl,lbwqsj5838,Male,20,Chemical,61822,Suspicious
490,490,fpfkbedb,liersx9371,Female,21,Accounting,61825,Healthy
491,491,pmlddszk,ffocug4071,Male,29,ME,61822,Confirmed
492,492,rdkxevkf,efgpih9986,Male,26,Bioengineering,61801,Suspicious
493,493,gqqvokac,sciedl643,Male,19,STAT,61824,Suspicious
494,494,ikcudzfx,idmhms4542,Male,19,Algricuture,61825,Confirmed
495,495,bkfdedjx,nmudwd3248,Female,21,CS,61825,Suspicious
496,496,orwuyauc,fuvnpx7613,Male,26,Bioengineering,61825,Healthy
497,497,dimkmxes,knlvpz875,Female,24,CS,61820,Healthy
498,498,sgkmuddy,hsptef3820,Female,25,Literature,61802,Suspicious
499,499,jlwtefjy,ombkey620,Male,23,Chemical,61821,Healthy
